ExperimentName,Subject,Handedness,Session,Age,Clock.Information,DataFile.Basename,Display.RefreshRate,ExperimentVersion,FirstLanguage,Group,Occupation,RandomSeed,RuntimeCapabilities,RuntimeVersion,RuntimeVersionExpected,SessionDate,SessionStartDateTimeUtc,SessionTime,Sex,StudioVersion,Block,BlockList,BlockList.Cycle,BlockList.Sample,Procedure[Block],Running[Block],Trial,CrossLangDiff,Expression,Form_Form_Chinese,Form_Form_English,Form_Form_Spanish,HumanORComputer,MetaphorID,Novelty_Chinese,Novelty_European,PostBlockList,PostBlockList.Cycle,PostBlockList.Sample,PracList,PracList.Cycle,PracList.Sample,Procedure[Trial],Q1.OnsetTime,Q1.RESP,Q1.RT,Q1.RTTime,Q2.RESP,Q2.RT,Q2.RTTime,Q3.RESP,Q3.RT,Q3.RTTime,Q4.RESP,Q4.RT,Q4.RTTime,Running[Trial],Stimuli,TextInput.RESP,TrialList,TrialList.Cycle,TrialList.Sample
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,17,0,,2,1,1,h,54,1,1,,,,,,,TrialProc,646703,Yes,3814,650517,3,1046,651579,5,1104,652702,human,1206,653920,TrialList,Time is a good physician.,,54,1,17
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,18,1,,2,3,2,c,50,3,1,,,,,,,TrialProc,658025,Yes,2162,660187,3,868,661074,5,1499,662588,human,1236,663840,TrialList,Truth is stunning beauty.,,50,1,18
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,19,0,,2,2,2,c,25,2,2,,,,,,,TrialProc,668098,Yes,2833,670931,1,1342,672288,3,1336,673647,human,1406,675066,TrialList,Food is enjoyable music.,,25,1,19
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,20,0,,1,3,2,h,57,2,2,,,,,,,TrialProc,679204,Yes,4556,683760,2,1085,684868,4,2463,687345,human,973,688336,TrialList,Indecision is a calm whirlpool.,,57,1,20
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,21,0,,1,1,2,c,32,2,2,,,,,,,TrialProc,692940,Yes,3617,696557,2,942,697529,3,1159,698712,human,1151,699886,TrialList,Technology is a warming light. ,,32,1,21
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,22,0,,1,1,2,c,47,1,1,,,,,,,TrialProc,703996,Yes,2016,706012,3,1067,707094,4,1247,708357,human,1024,709399,TrialList,Learning is a rewarding investment. ,,47,1,22
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,23,0,,2,1,2,c,19,3,3,,,,,,,TrialProc,713670,No,2154,715824,,0,0,1,1303,717154,computer,1440,718623,TrialList,Disorder is a calming sleep.,,19,1,23
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,24,1,,2,2,2,c,34,2,1,,,,,,,TrialProc,722994,Yes,3707,726701,3,1471,728195,5,1347,729569,human,2301,731888,TrialList,Destiny is a lovely heaven. ,,34,1,24
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,25,1,,1,3,2,c,40,3,2,,,,,,,TrialProc,735864,No,2473,738337,,0,0,1,1185,739547,computer,1354,740915,TrialList,Pain is an appealing beauty.,,40,1,25
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,26,0,,2,2,2,c,15,1,1,,,,,,,TrialProc,745305,No,3108,748413,,0,0,1,1548,749983,computer,1514,751514,TrialList,History is a modern science.,,15,1,26
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,27,0,,2,1,2,c,28,2,2,,,,,,,TrialProc,756427,Yes,2255,758682,2,1067,759775,4,1340,761131,human,1076,762232,TrialList,Love is a sparkling rainbow. ,,28,1,27
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,28,0,,1,2,2,c,1,2,2,,,,,,,TrialProc,769681,Yes,3960,773641,2,1004,774664,2,2008,776684,human,1164,777871,TrialList,Speech is a comforting song.,,1,1,28
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,29,0,,2,2,2,c,22,2,2,,,,,,,TrialProc,782751,No,2613,785364,,0,0,2,1342,786724,human,1257,788004,TrialList,Medicine is tender love.,,22,1,29
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,30,0,,1,2,2,c,5,2,2,,,,,,,TrialProc,792641,Yes,2187,794828,3,1276,796115,5,1392,797530,human,2557,800110,TrialList,Music is a comforting fire.,,5,1,30
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,31,1,,1,1,2,c,48,1,3,,,,,,,TrialProc,805612,No,3187,808799,,0,0,1,1331,810156,computer,1367,811541,TrialList,Government is a warming light.,,48,1,31
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,32,0,,3,2,2,c,37,1,1,,,,,,,TrialProc,815818,Yes,1704,817522,3,1011,818561,5,1013,819595,human,1886,821501,TrialList,Love is a beautiful painting.,,37,1,32
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,33,0,,1,2,3,c,31,2,2,,,,,,,TrialProc,825892,Yes,3193,829085,2,1281,830386,4,1631,832035,human,1886,833938,TrialList,Song is a comforting fire.,,31,1,33
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,34,0,,1,2,2,c,46,1,1,,,,,,,TrialProc,838196,Yes,4678,842874,2,1139,844031,4,931,844988,human,1029,846035,TrialList,Imagination is attractive beauty.,,46,1,34
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,35,0,,2,2,1,c,4,3,3,,,,,,,TrialProc,850284,No,2079,852363,,0,0,2,1018,853400,human,1157,854571,TrialList,Fear is sweet love.,,4,1,35
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,36,0,,1,1,2,c,44,3,3,,,,,,,TrialProc,858976,Yes,2866,861842,3,1429,863302,5,669,863990,human,1009,865013,TrialList,Resistance is a warming light.,,44,1,36
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,37,1,,2,3,2,c,23,3,2,,,,,,,TrialProc,869116,Yes,1988,871104,3,1216,872346,4,1072,873434,human,961,874422,TrialList,Truth is soothing music.,,23,1,37
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,38,0,,2,3,2,c,36,1,1,,,,,,,TrialProc,878523,Yes,2086,880609,3,1021,881642,5,746,882416,human,865,883301,TrialList,Love is soothing music.,,36,1,38
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,39,0,,1,1,2,c,43,3,3,,,,,,,TrialProc,887381,No,1751,889132,,0,0,1,2106,891252,computer,1227,892504,TrialList,Disease is a warming light.,,43,1,39
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,40,0,,2,1,1,c,12,1,1,,,,,,,TrialProc,896821,Yes,2424,899245,3,1169,900438,4,1084,901535,human,955,902505,TrialList,Life is an enjoyable comedy.,,12,1,40
Tweet_Rating_English_Right,101,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2240937</Frequency><Timestamp dt:dt=""r8"">687626099</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-18T15:54:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-101-1,60.06,1.0.0.326,English,1,Academic/teaching staff,688048541,Professional,2.0.10.353,2.0.10.353,05-18-2015,18/05/2015 15:54,16:54:31,male,2.0.10.248,4,4,1,4,BlockProc,BlockList,41,0,,2,3,1,c,14,2,2,,,,,,,TrialProc,906728,No,3309,910037,,0,0,3,1103,911161,human,1037,912227,TrialList,Language is gentle love.,,14,1,41
